-0.181803,-0.209225,-0.052887,0.102029,-0.089610,0.101859,-0.022819,0.130217,-0.067920,0.020682,-0.357286,0.021141,-0.178868,0.133434,-0.212372,0.078445,-0.018992,0.064687,-0.062435,0.047107,-0.142334,0.198074,-0.131287,0.037781,-0.170935,0.070232,-0.133989,-0.278292,0.377946,0.526207,-0.013441,0.040026
-0.182086,-0.208279,-0.064467,0.111827,-0.086099,0.104548,0.120600,-0.175285,0.210670,-0.041916,-0.183914,-0.119200,0.071742,-0.432055,-0.034952,0.102811,0.160284,0.044305,-0.034248,-0.138112,-0.041196,-0.416092,0.153734,-0.096793,0.409283,0.156939,-0.069194,-0.205567,-0.133336,0.123339,-0.042391,0.125292
-0.182085,-0.210508,-0.071097,0.118680,-0.064467,0.132472,0.148253,0.211295,-0.079452,0.005959,-0.326872,-0.043541,-0.170818,0.153601,-0.238400,-0.068085,0.099881,0.078253,0.051727,0.214901,-0.279815,-0.173021,-0.148523,-0.057684,-0.143485,-0.115612,-0.016341,0.113774,-0.328698,-0.470350,-0.066571,-0.079280
-0.182505,-0.209347,-0.069626,0.117315,-0.088073,0.134288,0.002828,-0.216534,0.188413,0.082412,-0.052363,-0.216097,-0.326729,-0.301042,0.201029,0.142765,-0.049319,-0.062078,-0.175396,-0.077796,0.099672,0.445745,0.215144,-0.101456,-0.223197,-0.068129,0.122651,0.210073,0.074016,-0.199105,0.107192,-0.055835
-0.182151,-0.213701,-0.071443,0.130354,-0.065007,0.263909,0.098261,0.028805,-0.221208,-0.254662,0.197724,0.078018,0.236262,-0.012147,-0.125567,-0.424479,0.218239,-0.282113,-0.006088,0.207375,0.196126,0.022908,0.147495,-0.057387,-0.038844,0.255614,0.130897,0.233576,0.136440,0.085344,0.071068,0.005299
-0.182138,-0.216086,-0.074611,0.127701,-0.091193,0.201037,-0.079334,-0.323876,-0.140830,0.032841,0.208692,0.122329,-0.012664,0.415304,0.338343,0.140959,-0.225270,-0.021843,0.210432,0.101082,-0.205210,0.005751,0.168984,0.018290,0.245630,-0.034850,-0.330019,0.015218,-0.035325,-0.006704,-0.045121,-0.033850
-0.182158,-0.209896,-0.037968,0.080092,-0.096404,-0.000401,-0.185154,0.136379,0.099207,-0.195794,-0.169989,0.051671,0.278431,0.002952,-0.088421,-0.131499,-0.301803,-0.147146,0.126647,-0.478054,0.268707,0.159419,-0.237619,0.190789,0.139012,-0.269679,-0.061714,0.017554,-0.123843,-0.068277,0.017790,-0.077895
-0.182238,-0.210277,-0.074029,0.099716,-0.023136,0.037610,0.088780,-0.153349,-0.035758,0.155051,0.189659,0.078854,0.015394,0.177609,0.060206,0.193346,-0.011055,0.290608,-0.075635,0.012421,0.274310,-0.274196,-0.218413,0.275672,-0.115507,-0.085671,0.571410,-0.091373,0.050695,0.012108,0.017837,0.101742
-0.181843,-0.206341,-0.049094,0.043162,0.004151,-0.289138,-0.269021,0.454516,0.247164,0.160724,0.008053,0.085559,0.205818,-0.073863,0.488738,-0.088204,0.050607,-0.094929,-0.178160,0.288171,-0.176704,-0.011932,-0.018962,-0.007585,0.033527,0.008641,0.080756,-0.040765,-0.000557,0.027565,-0.005798,0.020577
-0.181731,-0.198232,-0.051353,0.014259,0.045760,-0.268711,-0.041653,-0.029424,0.023955,0.044871,0.371693,-0.072896,0.255897,-0.049966,-0.299009,0.196350,-0.157825,0.244710,-0.128406,-0.028326,0.054551,0.000193,-0.169122,-0.406853,-0.236255,0.206000,-0.302864,0.087278,-0.015035,-0.048441,-0.073932,-0.033408
-0.180895,-0.186961,-0.080310,-0.039371,0.199692,-0.338829,0.107449,0.155136,-0.077004,0.125823,0.166145,0.151427,-0.197565,0.009711,-0.047185,0.007512,0.422708,-0.010254,0.333705,-0.363409,-0.004117,-0.017472,0.339819,0.198045,-0.135824,-0.067997,-0.122651,-0.010911,0.031408,0.005106,-0.010142,-0.061162
-0.179493,-0.142005,-0.112771,-0.205553,0.331680,-0.344882,-0.057633,-0.176794,-0.101444,-0.047240,0.057663,-0.258375,-0.293870,0.018148,-0.201043,-0.285606,-0.171612,-0.030259,0.002430,0.247401,0.012157,0.161259,-0.068266,-0.013285,0.398482,-0.067718,0.154386,-0.121862,-0.066004,0.029589,0.063836,0.062426
-0.176935,-0.023170,-0.200452,-0.452148,0.382201,0.013317,0.051781,-0.147971,-0.160084,-0.312883,-0.280981,0.245369,0.068690,-0.128324,0.220969,0.240816,-0.103304,-0.176586,-0.049447,-0.008712,-0.046496,-0.164045,-0.111463,0.004972,-0.203976,0.096782,-0.010320,0.117624,0.090120,-0.051568,-0.019059,-0.008278
-0.172016,0.147211,-0.363823,-0.441938,0.055736,0.339440,0.010498,0.037838,0.146580,0.218132,-0.006793,-0.298086,0.285184,0.219944,0.017698,-0.167264,0.198249,0.241257,-0.123942,-0.090811,0.017357,0.103019,0.131597,-0.019003,-0.008744,-0.152320,-0.067179,-0.047214,-0.042664,0.052963,-0.010909,-0.027520
-0.166896,0.280151,-0.422142,-0.132323,-0.270419,0.105705,-0.085027,0.189383,0.236764,0.043047,0.184447,0.389344,-0.349660,-0.040193,-0.147247,0.068164,-0.128798,-0.104218,0.154811,0.010348,0.080411,0.035731,-0.070993,-0.103741,0.103124,0.251480,0.096683,-0.028090,-0.124307,-0.001117,-0.015217,0.045389
-0.164302,0.323223,-0.351626,0.172674,-0.226046,-0.167659,-0.080938,0.022701,-0.289662,0.063948,0.018668,-0.362388,0.133740,-0.229349,-0.050534,0.118438,-0.105848,-0.127383,0.151291,0.127958,-0.074621,-0.182000,0.012645,0.245319,-0.033435,-0.119856,-0.073539,0.034806,0.331745,-0.136107,0.065485,-0.037014
-0.165082,0.306931,-0.210791,0.321873,-0.027150,-0.216779,0.078316,-0.238229,0.019126,-0.291799,0.025092,0.254995,-0.043611,0.026193,0.052427,-0.177054,0.187298,0.161512,-0.402423,-0.077912,-0.167723,0.039576,-0.060993,-0.023265,-0.010879,-0.309506,-0.057102,0.127058,-0.127063,0.183634,-0.047396,-0.038352
-0.168108,0.261655,-0.052424,0.315269,0.191896,-0.079088,-0.020500,0.061921,-0.217601,0.037344,-0.208708,-0.260657,0.039267,0.212427,0.211733,0.038653,-0.064296,-0.096969,0.130477,-0.168083,0.156081,0.064167,0.090776,-0.232504,-0.153183,0.310900,0.169072,-0.106979,-0.372025,0.135401,-0.103461,0.152897
-0.170901,0.208355,0.063901,0.248753,0.303018,0.026731,-0.006905,-0.162456,0.285046,-0.012345,-0.123959,0.215701,0.203267,0.045885,-0.096466,-0.045107,0.077778,0.125587,0.085178,0.140393,0.063964,0.209605,0.049276,0.121095,0.039735,0.211763,-0.055540,-0.353351,0.256340,-0.431167,0.054138,-0.039637
-0.173268,0.153181,0.127560,0.173828,0.344848,0.173245,0.089952,0.281636,0.032990,0.138073,0.013899,-0.054518,-0.173839,0.121558,0.033672,0.143785,0.031957,-0.019821,-0.093333,-0.115229,0.133438,-0.175615,-0.168081,-0.209263,0.362881,-0.061123,-0.048443,0.352260,0.294124,0.040633,0.167835,-0.226466
-0.175001,0.113865,0.168563,0.078701,0.260899,0.116561,-0.103886,-0.099350,0.328050,0.159649,-0.013757,0.034534,0.056949,-0.155825,-0.197777,-0.085423,-0.254424,0.013995,0.258936,0.230654,-0.069661,-0.135922,0.160170,0.207235,-0.239510,-0.143622,-0.010724,0.331630,-0.165794,0.328455,-0.081736,0.061798
-0.175513,0.078786,0.166214,0.043886,0.229277,0.365503,0.085124,0.239114,-0.233211,-0.052727,0.417756,-0.023701,-0.063643,-0.297037,0.014401,0.078023,-0.052369,-0.115984,-0.180037,-0.036943,-0.162848,0.131008,-0.113266,0.163618,-0.044632,-0.149149,-0.082017,-0.353918,-0.173652,-0.033320,-0.129444,0.120536
-0.176328,0.069948,0.223600,-0.076346,-0.049195,0.096938,-0.666595,-0.244938,-0.044909,0.046225,0.035099,0.004563,-0.088195,0.044514,-0.090657,-0.054409,0.296938,-0.203242,0.035170,-0.120142,-0.087725,-0.201707,-0.115857,-0.269241,-0.136690,-0.147037,0.092847,-0.128496,0.061645,-0.065374,0.105798,0.039194
-0.176219,0.069899,0.216724,-0.108990,-0.093173,-0.006802,-0.282469,0.227212,-0.150078,-0.290533,-0.044031,0.007619,-0.024927,0.070199,-0.123724,0.105535,-0.142927,0.390163,-0.189566,-0.118405,-0.135251,0.020464,0.418343,0.152861,0.146245,0.166868,0.135779,0.205632,0.065444,-0.115365,0.015122,0.238064
-0.176503,0.072275,0.188475,-0.107049,-0.130664,0.004592,-0.084055,-0.128675,-0.127829,0.136100,-0.042149,-0.062183,-0.143262,-0.181774,0.228882,-0.262114,0.150154,0.255963,0.079497,-0.049337,0.065179,0.076300,-0.377068,0.258573,0.054812,0.357716,-0.155428,0.195839,-0.003264,-0.003592,-0.357438,-0.153529
-0.176402,0.077471,0.181956,-0.108491,-0.147184,-0.031652,-0.002390,0.107576,0.013694,-0.314985,-0.001371,-0.067293,-0.143599,-0.009799,0.119603,0.019722,-0.051937,0.156462,0.044814,0.268098,0.417185,-0.166048,0.205993,-0.069231,-0.126971,-0.143305,-0.121922,-0.278744,-0.103095,0.082691,0.045033,-0.495777
-0.176571,0.078370,0.162787,-0.104690,-0.133471,-0.054814,0.076548,-0.049281,-0.251588,0.187191,-0.111902,0.188315,0.243626,-0.152158,-0.057717,0.280109,0.203950,0.080908,0.130950,0.172095,-0.006844,0.318107,-0.098237,-0.004942,0.163688,-0.042328,0.032208,0.083108,-0.287841,0.127826,0.492781,-0.033438
-0.176706,0.078128,0.165902,-0.089273,-0.133351,-0.036920,0.300781,0.047798,0.183595,-0.230944,0.087075,-0.125307,-0.078322,0.023038,0.247384,-0.213939,-0.047862,0.145842,0.310974,-0.056571,-0.072502,-0.056674,-0.199774,-0.164953,-0.138292,-0.083267,-0.096221,-0.013683,0.158017,-0.035165,0.322061,0.476269
-0.176555,0.075234,0.172774,-0.109010,-0.142234,-0.114984,0.143160,-0.023972,-0.121384,0.314088,-0.167177,0.190305,-0.019484,0.060286,-0.053727,-0.019124,-0.030506,-0.209216,-0.242760,0.123735,0.406030,-0.042532,0.139627,-0.065989,0.045908,-0.216504,-0.232094,0.014706,0.070526,-0.118957,-0.283116,0.412659
-0.176754,0.072627,0.180203,-0.104671,-0.137792,-0.085641,0.180735,-0.007984,0.176321,-0.216621,0.061089,-0.125128,0.162468,0.103660,-0.071152,0.289066,0.167335,-0.168521,0.218493,0.056323,-0.172526,0.212351,-0.037737,-0.142729,0.139841,-0.141378,0.313290,0.054676,0.129220,0.039816,-0.516389,-0.090830
-0.176654,0.067558,0.166836,-0.096765,-0.120917,-0.056157,0.253546,-0.065032,-0.139395,0.304574,-0.032565,0.179976,0.090103,-0.076181,0.001339,-0.318731,-0.370920,-0.021550,-0.058464,-0.247518,-0.306061,-0.090886,0.159405,-0.201095,-0.045552,0.033508,0.254557,-0.143215,0.118331,-0.022082,0.037252,-0.323550
-0.176623,0.066677,0.183275,-0.106576,-0.129056,-0.133047,0.146888,-0.088256,0.262607,-0.018029,0.081582,-0.210699,-0.039412,0.300952,-0.102026,0.095170,0.024179,-0.402529,-0.327591,-0.073703,-0.096333,-0.096518,-0.046946,0.374920,-0.075417,0.292128,-0.108490,0.005860,-0.142973,0.006981,0.237160,-0.086413
